html,url
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/02>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/2
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/02>,https://heerenveen.christenunie.nl/k/n2531/news/view/549952/184837/plaatselijk-belangen-wijkraden-en-eigen-initiatieven.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2011/11>,https://heerenveen.christenunie.nl/k/n2531/news/view/498974/184837/betoog-bestuursrapportage-2011-en-themabegroting-2012.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2011/09>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2011/9
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2011/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/493749/184837/christenunie-heerenveen-start-nieuw-politiek-seizoen.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/03>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/3
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/03>,https://heerenveen.christenunie.nl/k/n2531/news/view/552700/184837/fractie-in-actie-op-zorgboerderij-boerenblij.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/03>,https://heerenveen.christenunie.nl/k/n2531/news/view/551475/184837/christenunie-en-cda-komen-op-voor-kleine-scholen.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2011/12>,https://heerenveen.christenunie.nl/k/n2531/news/view/498825/184837/verslag-van-de-jaarlijkse-ledenvergadering.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/06>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/6
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/06>,https://heerenveen.christenunie.nl/k/n2531/news/view/560240/184837/leijendekker-lijsttrekker-christenunie.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/08>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/8
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/08>,https://heerenveen.christenunie.nl/k/n2531/news/view/566740/184837/het-is-bijna-zover.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/11>,https://heerenveen.christenunie.nl/k/n2531/news/view/586306/184837/christenunie-behoudt-2-zetels.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/11>,https://heerenveen.christenunie.nl/k/n2531/news/view/585220/184837/lijsttrekker-christenunie-sluit-dorpenmarathon-af-in-heerenveen.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/11>,https://heerenveen.christenunie.nl/k/n2531/news/view/579897/184837/christenunie-wil-prostitutiebeleid-op-de-agenda.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/10>,https://heerenveen.christenunie.nl/k/n2531/news/view/577728/184837/campagnevoeren-met-snelheid.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/10>,https://heerenveen.christenunie.nl/k/n2531/news/view/577173/184837/joukje-akkerman-de-jong-stelt-zich-voor.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/10>,https://heerenveen.christenunie.nl/k/n2531/news/view/576622/184837/bijzonder-goede-inzet-van-vrijwilligers-in-de-dorpen-valt-op-bij-de-derde-loop.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/10>,https://heerenveen.christenunie.nl/k/n2531/news/view/574865/184837/start-campagne-christenunie-heerenveen.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/10>,https://heerenveen.christenunie.nl/k/n2531/news/view/574156/184837/nummer-3-van-de-kandidatenlijst-klaas-pieter-derks-stelt-zich-voor.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/9
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/573833/184837/lijsttrekker-christenunie-rennend-door-heerenveense-dorpen.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/572961/184837/lia-de-heij-nummer-2-van-de-kanditatenlijst-stelt-zich-voor.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/572064/184837/interview-lijstrekker-aris-leijendekker-met-jongerensite-ondertussen-nl.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/571076/184837/de-kandidatenlijst-voor-de-gemeenteraadsverkiezingen-op-13-november-2013.html
<200 https://heerenveen.christenunie.nl/k/n2531/news/archive/184837/2013/09>,https://heerenveen.christenunie.nl/k/n2531/news/view/570601/184837/zaterdag-14-september-speed-d(eb)ate-met-aris-leijendekker.html
